USR_ID,USR_NAME,USR_DESC,USR_CREATED_DATE,USR_CREATED_TIME,USR_FOLLOWERS,USR_FRIENDS,USR_STATUS
4492195830,Broderick luke,i pride myself on being peculiar,2015-12-08,2:41:13,560,560,
560065579,Project: MajorVick??,#GodIsLove?#RapRetard????#SierraLeone??#Wife????#Influential?#BeDifferent?? #Bum?? #StayHumble???? #TeamMajorVick?? #RandomShit????,2012-04-22,4:47:35,636,636,
7.76104E+17,erkigsnek,,2016-09-14,17:02:36,24,24,
1697501107,Colorado Ski Chairs,"We believe your outdoor furniture should match its environment. Crafted as beautiful, rugged & memorable as the Rockies. Ski chairs & benches. #303-775-7273",2013-08-24,21:29:09,1912,1912,
1726284685,Marina????\u200d??,"don't worry; don't be afraid, ever. Because this is just a ride????????",2013-09-03,18:11:52,136,136,
407202988,Michael Deinonychus,Play By the Treble Live By the Bass [COLORADO] by way of the 303. [Ig & Snap: michael_d_560],2011-11-07,19:40:08,263,263,
492839679,Ajjam,https://t.co/ThQNqGJ7qW,2012-02-15,5:31:42,472,472,
203921422,Lace Miggins,reaching for my dreams..,2010-10-17,14:09:59,143,143,
1.03744E+18,Yasmine Lamraoui,,2018-09-05,20:55:28,76,76,
38563803,ijaneyourobot,"Capeless Girl Wonder????\u200d??, One Hot Dame, the Jane you never deserved.",2009-05-08,0:44:18,541,541,
8.11962E+17,Sky Himanshu,"18|\nBig Boss fan|\nDU(Keshav Mahavidyalaya College)|\nDelhitee|\nNetflix Freak| \nLove:\nJustin Bieber,Zayn,Nicki,Ariana, PC, Sara Ali Khan, SRK| Wi-fi se Hi-five|",2016-12-22,15:51:47,38,38,
1608334034,agrape ??,i like things.,2013-07-20,14:11:23,1164,1164,
1244138480,Rochelle Washington~Stream Home To Momma,??but..I got you this ?? + I need to know.. would you follow me or let me go?!??IG:shady_shelly1 YT:itsjustrachellevlogs,2013-03-05,16:39:34,1436,1436,
121407577,PanthaPants,Loud. Opinionated. Tone deaf singing enthusiast. Legendary Tube dancer.,2010-03-09,12:00:58,68,68,
929904956,maddastic,Maddy • Illustrator and Space Geek ? My favourite thing on Earth is ??\xa0 https://t.co/maHP4K0cMD,2012-11-06,15:00:13,56,56,
8.10222E+17,annxiety??,my name isn't luna but i think i can lovegood,2016-12-17,20:37:30,163,163,
104943523,Chance The Napper??????,"#NappyGilmore Golf fanatic ???? ! FORMER MAILMAN , former comic ... former host of Male Pattern baldness podcast . Number 1 Rodney Peete Fan",2010-01-14,21:48:57,1066,1066,
38062562,Kay Cannon,Director of BLOCKERS. Writer of PITCH PERFECT movies. GIRLBOSS still streaming on Netflix.  K&L Productions w/ @LMcKinnon,2009-05-06,0:16:47,848,848,
29124111,ji-nam,"Tv/Movie junkie. Bookworm. Music lover. Aesthete. And oh, I have so much love for #JiChangWook & #NamJiHyun (#JiJiCouple) ?",2009-04-06,2:20:40,1043,1043,
43933912,Shannon Long,25. La Vida es Bella?,2009-06-01,18:03:18,431,431,
618253101,Peter,Saint,2012-06-25,15:13:08,256,256,
8.00735E+17,NCBCenter,The National Catholic Bioethics Center: conducting consultation and education to promote human dignity in health care and the teachings of the Catholic Church.,2016-11-21,16:18:38,306,306,
9.2336E+17,SuperDuggs,#Philosopher #Entertainer #Musician #Writer #Virtuoso #Catholic #MAGA Try viewing in night mode!,2017-10-26,1:27:08,4879,4879,
220635302,Film Inquiry,"Independent, progressive film magazine. We ? films.",2010-11-28,11:27:05,14466,14466,
168037487,mir,"there will be bad days, and they will end ??",2010-07-18,6:00:51,200,200,
3160384842,Shon Ford,I Am......#GymLyfe\n#AffirmativeThinking #AbundantLyfe\n#RealEstateInvestor #Woke #Sire\n\nig: @Sire_Entyce #follow4follow,2015-04-17,3:17:37,1460,1460,
8.37639E+17,Board Game Sale,"Promoting the lowest prices for any board game. #boardgame, #tabletop",2017-03-03,12:20:21,4266,4266,
2258348702,Anastasia Sherman ??,Cloudy with a chance of crazy ????,2013-12-23,2:11:18,301,301,
105629922,Brent Wentworth,Husband. Father. Kickball addict and pro-wrestling enthusiast.,2010-01-17,0:01:53,262,262,
1.01246E+18,hollix,,2018-06-28,22:15:08,38,38,
2484653636,Shuffle Online,"We write and talk about movies, TV, music, books and more! | Podcast @shufflethepod  #ShuffleATX | (Founder @things_catloves)",2014-05-08,22:26:51,3136,3136,
9.89288E+17,offscreen babble podcast,?? TV & Movie podcast ?? Hosts @sadeglover & @drumnkyle ?? Available wherever you listen to podcasts! ??Tweets by Sade ??New Ep on Mon,2018-04-25,23:39:16,280,280,
3246899864,Fiona Wu,"SHENZHEN KEENPOWER ELECTRONIC LIMITED is a leading phone jammers, signal blockers,security products manufacturer in mainland of China.",2015-06-16,15:01:36,1933,1933,
2783926765,??,"25,mother of a princess, working in the insurance field, proud Gemini, love hard take risks, hurt harder, ask me anything love the curiosity.",2014-09-01,10:34:20,364,364,
524428763,shak2shinoda,mother to 3 beautiful children including to a Sickle Cell fighter find a cure !  follow my daughter battling sickle cell on Instagram: @supergirl_kalilah,2012-03-14,14:59:22,425,425,
539641619,Coffee Break Tennis,Fastest Growing TENNIS TALKSHOW in THE WORLD...\nSearch Coffee Break Tennis on Youtube to see what the fuss is all about...  #FedHead,2012-03-29,4:00:04,1235,1235,
354837845,rasta,always I appreciate the people that put a smile on your face everyday and love @ManUtd because it's the most awesome feeling in the world??,2011-08-14,11:31:42,101,101,
67300839,Prasanth Uppili,"I'm passionate about Carnatic music, Mridangam, Tennis and Cricket played by GOD. SachWasGODisFED",2009-08-20,12:28:49,536,536,
196326170,Rob Gil,"SysEng/Security @elastic, Cloud Wrangler, Alpaca herder. Opinions my own",2010-09-28,21:35:17,432,432,
59267065,Matt Herring,"Favorite movie is The Empire Strikes Back, favorite baseball team is the Mets, and I tweet too often about pop culture. Visit https://t.co/wyJ3Z3x2U5.",2009-07-22,22:14:24,857,857,
1894028850,Sade,Cohost of @offscreenbabble podcast,2013-09-22,15:09:50,375,375,
1.00482E+18,EMZT Podcast and Productions,"Hosted by @EMZTsInfamous and \n@banehellborne, we talk horror, music, and so much more! Come, let your ears bleed! #PodernFamily #SupportIndieFilm",2018-06-07,20:14:04,4694,4694,
1895324450,Kyle Sherman,iOS Developer at PIX System and Musician. Formerly @LinkedIn. He/Him,2013-09-22,22:41:09,624,624,
1548790207,yetunbae ????,im a dumb sleepy scorpio ? shy af and a hufflepuff ??? im 23 and probably crying listening to sza ?,2013-06-26,18:03:34,92,92,
1.05616E+18,The Art of Sea,Creator and writer of The Art of Sea blog about #cinema ?? #travel ?? #photography ?? #Vegan ??,2018-10-27,12:33:17,1488,1488,
1.00958E+18,The Bingeables Podcast,A @geekgalsco podcast for geeky/nerdy #TV bingers! Co-hosts @chinlinpan and Isaac talk #BingeTV ?? #PodernFamily,2018-06-20,23:42:11,1044,1044,
187008763,J. Douglas,"Musician, former bartender, aspiring law-person.",2010-09-05,0:54:35,1051,1051,
1123121036,Martin Metcalfe,,2013-01-26,20:54:06,62,62,
3384256143,Lawrence McCormick,,2015-07-20,9:30:34,63,63,
8.43226E+17,Terence Finn,spider,2017-03-18,22:21:08,490,490,
524685726,Apesey ?s Kauto Star,Racing fan and wildlife lover,2012-03-14,20:09:17,822,822,
55891146,Joanna,Mum of????????Rollercoaster enthusiast ??and now teeny tiny part shareholder in a beautiful chestnut in training with Ollie Pears ????Member of INS Racing club,2009-07-11,18:16:47,1233,1233,
9.74689E+17,Ian ?? Davis,"Love Leicester City, Horse Racing & Cricket. Have shares in horses with Ontoawinner.",2018-03-16,16:47:23,183,183,
200261811,alun barrett,,2010-10-08,21:19:09,320,320,
9.1925E+17,Andrew Mcgahey,Horse Racing Bloodstock horse training,2017-10-14,17:15:15,490,490,
2341687191,Simon,"Horses & racing, P2P,  rugby, beaches, sunshine & rain. Walking life's highs & lows.......",2014-02-13,17:31:13,834,834,
25327761,Kelly Jecmen,Obsessed by all things that have to do with horses.  Thoroughbred pedigree and racing history aficionado,2009-03-19,16:14:37,1058,1058,
85184643,Ryan Pullen,Tech product reviews,2009-10-25,22:53:40,3935,3935,
2723319040,Discover Newmarket,"Offering exclusive behind the scenes tours at the Home of Horseracing. Gain access to the world renowned training, breeding and racing town. Call 0344 748 9200",2014-07-24,19:45:13,1704,1704,
401631377,jeremy blackburn,Corporate Communications Consultant and Wessex Racing Club Manager - thoughts are my own! Olim fuit...,2011-10-30,21:01:19,849,849,
574029930,Ollie Williams,Instagram - osjw_,2012-05-07,20:39:23,168,168,
535696954,Luke Goddard,,2012-03-24,20:50:17,124,124,
202784830,John Sandys,"Welcome to the tweeting's of TheDerbywalk. We're an annual racing charity event, raising funds for deserving charities. Intensely passionate about The Derby!",2010-10-14,20:31:43,564,564,
284438887,Highclere,Highclere Thoroughbred Racing is Europe's leading racehorse ownership company.,2011-04-19,8:36:46,646,646,
1109674393,Janeen Lalsingh,Works with Thoroughbred horses and makes the best cupcakes and brownies.. #TeamPierce ??????,2013-01-21,17:58:51,596,596,
1.08967E+18,Adventures_In_Thoroughbreds,IG: @Adventures_in_Thoroughbreds,2019-01-27,23:25:00,326,326,
381591555,CANTER MI,Communication Alliance to Network Thoroughbred Ex-Racehorses (CANTER) finds homes for non-winning thoroughbred racehorses where they can excel in new careers,2011-09-28,16:01:38,36,36,
8.56893E+17,Steven Neil,Author #HistoricalFiction #Romance  Member #HNS #IAN1 #RRBC         \nInterested in #Books #Horses #Theatre \n#Wine #Art #Countryside,2017-04-25,15:29:27,2159,2159,
4615870047,Alison townend,Love football ?? Love horse racing ??,2015-12-27,0:10:08,133,133,
1341700261,Charlie Fellowes,Racehorse Trainer in Newmarket.,2013-04-10,11:37:56,493,493,
1168340156,out of the bleu,"Jayne Odell, founder and co-director of Out of the Bleu graphic design agency based in Cambridgeshire. Award winning fine-art photographer @jayneodellphoto",2013-02-11,8:59:11,106,106,
190592602,Jayne Odell ARPS,"Award winning, multi-published, B&W photographer. Founder and co-director of Out of the Bleu Creative Design. @ootb_design",2010-09-14,10:28:53,52,52,
164076092,Paws on a Path,Malibu & surrounding area dog walking and petsitting services // Like us on facebook!\r\nhttp://t.co/L4Tp4pxyYG,2010-07-08,0:17:17,250,250,
3611505683,Arlene Matlack,work at state barn in ohio,2015-09-10,17:10:01,2586,2586,
2824083729,Sean Patrick Nolan,"Horse Racing Enthusiast, Sports and music lover, Uncle of three awesome nieces, runner of 10k's and half marathons",2014-10-12,1:44:01,2855,2855,
1.03218E+18,HorseSales.ie,Ireland's Only Online Thoroughbred Bloodstock Auction House.  No Commission on Selling or Buying - Flat Fee (t&cs apply),2018-08-22,8:11:16,3673,3673,
1578549361,ThoroughWiz !,I run  a @paper_li news-aggregator and work In IT for my day job. avid handicapper.,2013-07-08,20:11:13,894,894,
1111671822,Aga Khan Studs,"Official feed for the Aga Khan Studs, with news and updates from France & Ireland. \r\nThis page does not represent the views of H.H the Aga Khan.",2013-01-22,14:25:34,1940,1940,
336250375,Sieglinde McGee,"30 years writing on racing & pedigrees. The Irish Field since 2000. Graduate of TCD, DCU & INS. PhD. Views my own. https://t.co/rOtSIYYtqA",2011-07-16,0:13:58,1103,1103,
9.91557E+17,Telemon Thoroughbreds,Telemon Thoroughbreds is a 240 acre premium thoroughbred stud located in the heart of SE Queensland’s ‘golden mile’ for horses on the banks of the Logan River.,2018-05-02,5:57:07,446,446,
2724333695,Kerri Davis,"Owner and Personal Trainer/Health Coach of Fit to You, Inc. #Fitness #Nutrition #FittoYou #Equestrian #Runner #Yoga #Weightloss #Health #Workout",2014-07-25,17:37:18,652,652,
468059583,Mary Rampellini,Mid-South correspondent and handicapper for Daily Racing Form.,2012-01-19,4:03:55,77,77,
2879015041,Selena,OTTB  LT1,2014-10-27,3:09:10,574,574,
2998409499,Bloodstock Int Dev,Thoroughbred Consultant- Publisher-Intuitive Agent- Racing -Breeding-Management-859-814-4802 bloodstockinternational@gmail.com,2015-01-25,19:28:21,577,577,
1.10556E+18,jake rhodes,husband to the perfect wife/ baseball fanatic/ coach/instructor/ Wabash valley and Murray state baseball alumni/ retired Traverse city Beachbum/ scotch lover,2019-03-12,20:08:40,84,84,
1.04578E+18,Gloria Poole,"white, Christian,divorced twice woman,Registered Nurse,artist, Springfield, Missouri",2018-09-28,20:47:10,1322,1322,
1418224862,CREATION-Mix,"Creation-Mix is a mix of Country, Pop and Classical with different vocals and sounds.  Creation is the represention that God has his hand in it.",2013-05-10,14:11:42,311,311,
7.213E+17,3 FURLONGS OUT,We're leading the way in Irish Horse Racing ????,2016-04-16,11:30:08,6764,6764,
1158467023,beno,,2013-02-07,22:39:10,380,380,
625007576,Jessica VerSteeg,CEO / Founder @ParagonCoin || Miss Iowa US 2014 || Puerto Rican + Dutch || AmazingRaceCBS Season 28,2012-07-02,21:19:11,791,791,
7.78441E+17,Figment Reviews,"Films, Gaming, TV, Music. That kind of stuff. News, reviews. The usual",2016-09-21,3:47:49,4971,4971,
2758660454,Child of Durin,"Love the Hobbit and Lotr, Game of Thrones, Hannibal, RCArmitage, most SiFi and Fantasy.",2014-08-23,12:31:52,548,548,
55154804,miStable,Australia’s No.1 Thoroughbred Communication Software.,2009-07-09,5:37:38,542,542,
323885756,phoebe fowler,"Medical Profession, Introvert, Lover of Sweet Souls and Sweet Hearts, Lover of Animals and Children and a Hospice Volunteer??????and Love RA",2011-06-25,16:10:28,325,325,
8.04122E+17,Laurie Michaud,"Am Goddess in training, something forgotten for far too long! Admirer of kindness, compassion & spirit as well as Richard Armitage.",2016-12-01,0:37:47,1635,1635,
1736608304,Jared Gollnitz,"Owner, Thoroughbred Catalog, a best-in-class service for Thoroughbred auction house data management. Pedigree analyst. Owner - Thoroughbred stallion Aaron’s Way",2013-09-06,19:25:25,1566,1566,
3038680750,Temple Bailey,Laboratory Equipment Technician -NYSDEC &\r\nHorse Owner,2015-02-15,9:42:12,172,172,
1.04679E+18,Spectrum News 1 SoCal,24/7 local news channel committed to serving communities in Southern California. Facebook/Instagram: SpectrumNews1SoCal lanewsdesk@charter.com,2018-10-01,16:03:52,202,202,
20331554,Tanya McRae,Reporter @SpecNews1SoCal * Emmy Award Winning Producer * @PENNalumni * Mixed Roots * Animal Advocate * Adventurer *,2009-02-07,20:37:55,3231,3231,
1187871048,steve,,2013-02-17,0:29:42,14,14,
2591828539,SIT STAY FOREVER,"SAFETY FIRST chemically safe TOXIC FREE / HYPOALLERGENIC / ORGANIC pet products. The FDA regulates the chem safety of human bedding, we owe our pets the same.",2014-06-27,18:41:38,856,856,
2538492078,Blind Freddy,"Blind Freddy is a horse racing enthusiast, former jockey & trainer, and a current owner with a keen following because of his success in suggesting winners.",2014-06-01,1:59:23,124,124,
532049060,??Kate Kane ??,"She walked with the mothers of nature at her side. A loving embrace in her arms, but a power that could shield the stars. - Aaron Duran",2012-03-21,8:38:58,322,322,
9.93807E+17,John Tapp,John Tapp Racing https://t.co/CcQ0JYZ8Yc\n@inglis_sales @InglisDigital,2018-05-08,10:58:09,753,753,
168566623,Thoroughbred Events,Fashions on the Field Coordinator. Dedicated to showcasing outstanding talent in the thoroughbred industry while supporting off the track events,2010-07-20,7:15:14,1242,1242,
8.77952E+17,Knaughty Nets & Pets,"We are a slow feed hay net manufacturer in Millet, AB. From 1 flake to Large Rounds and more!! We also make puppy panties/belly bands, Canine winter blankets!",2017-06-22,18:11:43,1089,1089,
9.58213E+17,@HazelBenn,Animals Travel Arts,2018-01-30,5:41:06,108,108,
41952420,Jen B,"Bookish Christian wife photographing vintage America & old cars. '40s-donning old movie fan. 100% old-fashioned & likes Detroit hockey. INTJ. Coffee, please.",2009-05-23,2:07:32,1874,1874,
2150272143,Thoroughbred Aftercare Alliance,"TAA is a nonprofit that accredits, inspects, & awards grants to approved aftercare orgs to retire, retrain, & rehome Thoroughbreds using industry-wide funding.",2013-10-24,0:42:17,1669,1669,
7.6889E+17,Equestricon,"First and only international horse racing convention, fan festival and trade show. Hosted in #Louisville on @BreedersCup week 2018! #EQcon18 #CelebrateRacing",2016-08-25,19:16:16,868,868,
16348784,The Jockey Club,"The Jockey Club is the breed Registry for Thoroughbred horses in the\r\nUnited States, Canada and Puerto Rico.",2008-09-18,16:21:00,135,135,
8.77251E+17,Bluegrass Animal,"Founded by one of the top gastro-intestinal vets in Lexington, Kentucky... we develop ground breaking products to give your horse the best health possible!",2017-06-20,19:44:26,733,733,
4106677295,Horse Country,"The horses, the land, the people, the story. Visit Kentucky's Horse Country and tour the heart of the Bluegrass!",2015-11-03,19:29:31,361,361,
72878502,Jennifer Stevens,Development at TRF | Horses | She persisted,2009-09-09,15:31:53,826,826,
3234394828,Trackener,Revolutionising equine care with a 24/7 monitoring device and app - Monitor health. Detect issues. Prevent anxiety. #horsehealth #horsetech,2015-05-04,21:41:01,947,947,
1.10614E+18,cvequestrian@jinderapark,"Boutique spelling and agistment property, family run business set on 100 acres  on the beautiful NSW/Vic border,with personalised care for each individual horse",2019-03-14,10:33:05,14,14,
197175922,Betty Jutton,,2010-09-30,20:50:39,76,76,
296819171,Lee,"Movies and soccer and German stuff. @RottenTomatoes-approved critic. @FilmInquiry writer. #RBNY STH. Also #BVB #AFC #FCUnion. Pro-cat, anti-fascist. #Binders",2011-05-11,13:14:19,843,843,
181562423,Dori,Probably watching tennis or talking about it.,2010-08-22,14:21:12,1581,1581,
450422006,Bailey Gallison,Let's talk horse racing! #WinxWorldwide ?? 2015 #BeemieAwards Winner,2011-12-30,6:51:52,3015,3015,
253843359,Ken Hamilton,Christian. Horse Racing Fan. Thoroughbred and Standardbred Racehorse Owner. DJ at https://t.co/WiFIR8xwAQ.,2011-02-18,2:31:40,4794,4794,
56749735,Thomas Marchetti,"USC Football, Angels Baseball, John Wayne, and Lone Ranger fan. Taxed Enough Already   #LNYHBT #Hannity",2009-07-14,17:02:57,1642,1642,
39251334,Thoroughbred Retirement Foundation,"Thoroughbred Retirement Fndtn. is a nonprofit dedicated to saving TB horses no longer able to compete on the racetrack, from possible neglect,abuse & slaughter.",2009-05-11,13:34:15,1589,1589,
9.2496E+17,Jeremy B,"Horse racing, have a share in Figarella Borget (Stuart Edmunds/ @NickBrownRacing).",2017-10-30,11:25:20,716,716,
9.71814E+17,Elms Stud,200 Acre Thoroughbred Stud Farm. Please Contact Louise Kemble for any enquiries on: 01604696224 or louise.kemble@elmsstud.co.uk,2018-03-08,18:25:42,307,307,
503693698,Julie Wright,"Horseracing, Doctor Who, Marvel. Atheist. Pivot Table addict. Trained three amazing agility/flyball dogs. She/her.",2012-02-25,23:20:48,961,961,
255000844,All Wales Sport,Your first port of call for all things sporting in Wales. Get the results here first!!,2011-02-20,13:13:29,1440,1440,
4897311065,Welsh Women's Rugby??\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f,"Helping to promote women's rugby in Wales. Grassroots to professional. Rugby is for life, not just W6N WRWC. No connection with the WRU!",2016-02-11,9:08:59,371,371,
1.02532E+18,Ynysddu BG Ladies,D1 Women’s rugby team?? home is where the rugby is played and the pints taste the best at Ynysddu RFC! We welcome all abilities 18 and over - get in contact,2018-08-03,10:10:57,30,30,
1.07305E+18,TalkBitz,Grow Up With Latest Technology,2018-12-13,3:12:23,511,511,
1605882283,OldAintDead,"Still in the game with a unique pop culture perspective, blogging about movies & TV at Old Ain't Dead. Yep, a #feminist outlook.",2013-07-19,12:47:07,920,920,
19493960,brwc,"Short for https://t.co/PYOWfnXMTB, which is a blog about films, and you can email us: brwc@me.com.  Check us out. #Bristol - Like - Comment - Follow - Share",2009-01-25,16:36:45,939,939,
7.25075E+17,??TweetStar??,"Follow, I followback. Daily Youtube Videos on Politics and World News. #IFB #news #politics",2016-04-26,21:32:55,12100,12100,
5829642,Remergence,"Official Twitter for Electronica Music Duo from North Wales, Remergence.",2007-05-07,11:07:46,1780,1780,
443461951,IG: PlatinumVoicePR,"Official account| Digital Music PR, #Media Relations, Marketing| @NAPW | @Virdiko partner|CEO @MsCarmen_PVPR| @RichByRickRoss #MMGRyda | https://t.co/fHwM9hsDbB",2011-12-22,6:13:41,25220,25220,
8.90002E+17,Tallgrass Tap House,"The Tallgrass Tap House is an 11,000-square-foot brewpub located at 320 Poyntz Ave. in the historic, revitalized downtown district of Manhattan, Kansas.",2017-07-26,0:11:19,43,43,
202308956,Man In Black (JC),Just a simple guy living day to day,2010-10-13,19:20:40,3850,3850,
3230742758,morgan??\u200d??,leo ? virgo ? pisces? | #blacklivesmatter | intersectional feminist | ENTJ | she/her | #freepalestine ???????,2015-05-30,13:48:40,366,366,
3257057305,FREE,Feminists for Reproductive Equity and Education (FREE). Pro Choice and Intersectional. Official chapters of @URGE and @PPGenAct.,2015-06-26,20:19:26,222,222,
1.0374E+18,CityOfGeek,"Seattle based group of all things geekery, especially horror. Kim, Bob, Cody and friends bring you reviews, lists, videos and everything else.",2018-09-05,18:00:25,44,44,
1.01103E+18,Olentangy Berlin Girls Lacrosse,Official Twitter account of Olentangy Berlin Girls Lacrosse #ClawsUp #CreateTradition ????????,2018-06-24,23:31:27,193,193,
1.08994E+18,OBie,The Official Twitter of Olentangy Berlin High School’s Mascot??,2019-01-28,17:54:18,75,75,
822289897,Lewis Knight,Tall watcher of stuff. Assistant Community Manager and writer for @dailymirror ?? @RottenTomatoes approved critic ??. I like chips and garlic bread. ????????,2012-09-13,22:32:23,1422,1422,
20957498,Cheeks Okoye,Yeah. It's a lot to process.,2009-02-16,2:49:17,438,438,
1.09381E+18,the boy next door,My trick is to keep breathing,2019-02-08,9:48:24,69,69,
172083850,Chronically Fabulous Feefs,Chronically Fabulous w/ Severe Scoliosis & Fibromyalgia | Spectrum Dweller | Retired Smut Maker | Provider of Black Queer Magic | Contact: bowedbeaut@gmail.com,2010-07-28,21:43:53,619,619,
8.63537E+17,Benji,"Very stable, unbelievably humble genius. Dad to one. Husband to one.",2017-05-13,23:29:55,599,599,
1548271734,Forces TV,"Part of @Forces_Network. Action, comedy and daily @ForcesNews on Sky 181, Freeview 96, Freesat 165, Virgin 277",2013-06-26,14:12:48,511,511,
9.78974E+17,Isabel Spear,,2018-03-28,12:35:42,11,11,
7.50791E+17,Andrew Napoleon,,2016-07-06,20:40:01,259,259,
153175230,mrP,self-facilitating......,2010-06-07,21:56:29,4145,4145,
1008448592,James Cakebread,"crumbles under pressure...love the trots, gallops, golf, Collingwood FC...and wife and kids go alright as well",2012-12-13,9:58:28,264,264,
336494002,Sergi,"Pos no sé, la verdad es que nunca me había preguntado esto. Ingeniero. #culturalmenteinquieto",2011-07-16,11:41:10,655,655,
539658831,Pork_Chop78,"We are all in the gutter and yet some of us are looking at the stars...\n#OscarWilde. \nSaturnine, Animals,Teddies. Likes Disco. Still a bit cheeky...",2012-03-29,2:03:53,2391,2391,
2994679024,Michele Dotrice,Actress,2015-01-23,19:26:52,211,211,
36383691,russell watkins,"Sempai Co-Founder: Setting up Lean Academies for clients, coaching on the gemba & running AR/VR/Industry 4.0 experiments",2009-04-29,15:25:17,1306,1306,
253995251,King Niel Sahini IV,Just a guy??,2011-02-18,12:06:10,250,250,
193805825,fentini,I would rather eat pasta than be a size zero.,2010-09-22,18:29:39,837,837,
1426984256,??Paul??,"[ #Fantasyfootball ][ #Dynastyfootball ] [ #DFS ]\n[ #FantasyNascar ]  Bias football opinions.\nMy ??#1. NYGiants , #twd  ,  #SFB8 player.",2013-05-14,4:13:04,1267,1267,
2549182194,Mike Holden,"Banker??, spoiled husband??, proud father of two baseball players ???? and a drummer??",2014-06-06,4:00:35,341,341,
1693459184,Alison Wright,Actress. New Yorker. Immigrant. Dog-Mom ??,2013-08-23,10:17:17,572,572,
509971423,b$hp hndr$n,"I am a blogger, creative and avid social media content maker! Follow me @BishupH! Turn my post notifications on! ??",2012-03-01,9:24:12,1886,1886,
1.10825E+18,Alexis Jeanna,Singer. Writer. Believer. #GirlBoss ??,2019-03-20,6:10:32,477,477,
198350338,Dan Jackson,Sometimes I swear. Im kinda sorry about that.,2010-10-04,1:50:46,471,471,
9.48428E+17,tß ?st?? ??,"Quest 4 True Knowledge Is My Motive! Following, RTs & Links Do Not Necessarily = Endorsement.",2018-01-03,5:37:50,170,170,
563066605,Colon : Press,"Graeme: poet, publisher Colon:Press, and member of music duo 56n. Classical music, disco, contemporary dance, gardening, libraries, & astronomy. Sfaari now out.",2012-04-25,17:46:37,473,473,
1320853332,David Cooper,Takes each day as it comes...love my family & friends...enjoy great music...and retro film & television...also enjoy great comedy.,2013-04-01,18:10:24,148,148,
3039587037,Emma Louise Webb. ITV,Freelance TV and Showbiz Journalist  online and offline\n@ITV  and Others \nDisability Awareness assistant to Toucan  Diversity in Portsmouth UK .,2015-02-15,20:29:37,4635,4635,
2748418494,Airsoft SpecOps,"Airsoft tips, hacks, reviews, and tactics. Tactical MilSim. Modern, science fiction, and fantasy weapons for cosplay. Zombie killer. Halloween enthusiast.",2014-08-20,7:51:45,7956,7956,
9.8388E+17,Sreenidhi??CSK,Your self worth is determined by you. You don't have to depend on someone telling who you are. - Beyoncé??,2018-04-11,1:31:17,461,461,
1.03596E+18,??? ?????? ??,,2018-09-01,18:34:12,923,923,
9.90174E+17,jarahbohamad,?? ???? ??? ???? ???? ?????? ???? ??? ???? ?? ??? ???? ????,2018-04-28,10:22:05,1554,1554,
1.11052E+18,@Transformfollower,,2019-03-26,12:32:23,141,141,
1.04696E+18,???????,Don't Try To Understand Me' If You Do 'You Would Start Loving Me..... ???,2018-10-02,2:57:40,279,279,
1.08354E+18,gabi,,2019-01-11,1:32:28,544,544,
7.00165E+17,Natalie ferandez,Add my snap Natalies_24,2016-02-18,3:48:11,206,206,
14122758,Yazimariel,"Professional Listener, all around nerd, cross-stitch aficionado, Tia extraordinaire.",2008-03-11,13:11:05,181,181,
8.49842E+17,Potential Bîlldøg,| 17 | Competitive Fortnite Player For @GotPotentialGG | Twitch Affiliate | Scrims |,2017-04-06,4:33:21,16,16,
1143938988,Marc,"Most people are so ungrateful to be alive, but not you, not any more...\n\n[begins to close door]\xa0\n\n\n\nGAME OVER!",2013-02-03,2:10:09,161,161,
9.71783E+17,??,???.???. ???????????.,2018-03-08,16:22:35,209,209,
1.04675E+18,@sanz2011,,2018-10-01,12:57:31,777,777,
348184870,Abigail,"You're gonna rattle the stars, you are.",2011-08-04,0:55:23,210,210,
1.11006E+18,Willy Shlong,1 2 3 4 5 6 7 8 9 10 11 12 13 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160,2019-03-25,5:50:58,171,171,
24791996,"Love, Joel",Writer and social media profesh. Views are my own. Underwear not so much.,2009-03-16,23:12:10,191,191,
1.04144E+18,TrulyAlliance ?,Competitive @FortniteGame Team | Founder @DiswarningYT | Co Leader @ItsHighground | Use #TrulyAlliance And #TrulyRC | ?,2018-09-16,21:51:17,104,104,
522852482,Ashley?,"Livin my best life w/ the love of my life ????•Future Nurse RN, BSN??•ATVMX Racer #343??•GSD Momma ????•Aspiring Photographer ??•Beauty Advisor at Ulta ????",2012-03-13,3:47:19,353,353,
7.53418E+17,off,dm me for new acc,2016-07-14,2:38:27,950,950,
1.11036E+18,warriorsfan,Warriors fan since 2016,2019-03-26,1:45:04,25,25,
1.08924E+18,AquaUnited,New and upcoming trickshot org,2019-01-26,19:02:29,512,512,
1.11034E+18,Dominik Friz,?? #producer ?? #songwriter ?? #dj New Track: Interstellar ?? ??,2019-03-26,0:18:56,107,107,
2921937122,Maze Lanez,#CEO & #auDioengineer of #KloudyThoughtzEnt | instagram : @ Brazy.2xz | i Am MuzikaLLy inKLineD #FenDiFaktz | Poetik Gangster is OTW ????,2014-12-07,17:54:31,1937,1937,
1.10888E+18,HASSAN.J.JORDAN,,2019-03-22,0:04:39,293,293,
